Time,Mean measurement error,Mean measurement and model error,Mean estimated distance u-s1,Distance u-s1,All u_x,All u_y,All u_z,All u_hat_x,All u_hat_y,All u_hat_z
1885,408.92423829235605,408.92423829235605,1499.7098979798077,1754.3222966167007,82483.3390111105,-947265.764716423,6800810.722738348,82224.11646398701,-947301.567770044,6800808.90300655
1886,410.1780303368249,410.1780303368249,1496.1236324530564,1754.1333130535422,75559.3234850628,-950428.9434447396,6800454.76288674,75299.05006174788,-950464.5784927168,6800452.94821995
1887,411.569762583126,411.569762583126,1499.1746705307814,1753.9443973449213,68635.21544934844,-953590.9586038216,6800090.4542986965,68379.29738962326,-953626.1340961821,6800088.684419535
1888,415.8142499912111,415.8142499912111,1491.325522976117,1753.7555481634274,61711.02337936179,-956751.8063249174,6799717.797433013,61444.72467622409,-956788.3325483423,6799715.491210426
1889,411.12199904838,411.12199904838,1498.0720543111572,1753.5667702083838,54786.755754853606,-959911.482738755,6799336.792758932,54529.02664018438,-959946.9184917875,6799333.723001617
1890,405.4263743886896,405.4263743886896,1499.8722981586059,1753.3780606589808,47862.42105030651,-963069.9839799376,6798947.440755606,47607.062753903374,-963105.274805657,6798944.535422196
1891,412.3799613338996,412.3799613338996,1501.0732977342689,1753.1894223221093,40938.02774416569,-966227.3061827304,6798549.741912603,40684.77536146429,-966261.773283576,6798546.5638614725
1892,416.12583712223574,416.12583712223574,1489.2786658133948,1753.0008483537124,34013.30571822923,-969383.5724420759,6798143.680225112,33746.991794486385,-969420.7074037826,6798140.449752275
1893,421.4123423602556,421.4123423602556,1489.5249286748242,1752.8123549078286,27088.820637616758,-972538.5249312728,6797729.288876219,26820.921955652404,-972576.2153973217,6797725.224893922
1894,414.7537044852312,414.7537044852312,1481.6215482123487,1752.623934730954,20164.30238637875,-975692.2867956856,6797306.552217323,19894.139094699378,-975731.1134882057,6797302.246685059
1895,421.40215681453395,421.40215681453395,1488.8213055395706,1752.435589159329,13239.7594423987,-978844.8541757211,6796875.4707787745,12973.775530643134,-978881.877322892,6796871.050146002
1896,415.5043258096119,415.5043258096119,1493.4949247364905,1752.2473187317266,6315.200281764682,-981996.2232140645,6796436.045101015,6055.8918499162255,-982032.894125901,6796431.618907652
1897,432.8694244243285,432.8694244243285,1475.8577589055428,1752.059125531308,-609.3666176364063,-985146.3900540584,6795988.275734789,-891.6187653307237,-985187.0570079904,6795982.764591554
1898,425.15991923233634,425.15991923233634,1490.6518554100112,1751.871009731154,-7533.932779010513,-988295.350841012,6795532.16324097,-7798.081246084137,-988332.1111229374,6795527.058468126
1899,419.28149244824067,419.28149244824067,1488.0982463952041,1751.682964120039,-14458.76832282548,-991443.2283416181,6795067.689336286,-14726.180109123561,-991480.7734281569,6795061.677593207
1900,426.98174475070135,426.98174475070135,1483.0655145474834,1751.495005566031,-21383.30757484546,-994589.7654144552,6794594.891975262,-21652.86542540253,-994627.9996812788,6794588.625054629
1901,422.531517515382,422.531517515382,1485.186873749578,1751.307126842794,-28307.820657934306,-997735.0848787592,6794113.753230531,-28578.041365879726,-997773.1402888148,6794107.310477843
1902,423.7137502932951,423.7137502932951,1483.0375367223307,1751.119330408461,-35232.29909331588,-1000879.1828848146,6793624.273703908,-35502.15190064361,-1000917.9679857453,6793617.391519566
1903,427.1987065171059,427.1987065171059,1471.5912824970862,1750.931615308508,-42156.73440547826,-1004022.0555858641,6793126.454007182,-42438.39219979081,-1004062.4168705866,6793118.749388222
1904,421.1894323658595,421.1894323658595,1485.0444651259638,1750.7439832291839,-49081.11811650003,-1007163.6991355228,6792620.294762516,-49350.08098717444,-1007202.1130816169,6792612.569935463
1905,420.19185248070266,420.19185248070266,1485.829954385224,1750.5564351033092,-56005.44175032183,-1010304.1096897194,6792105.796602141,-56272.234967650154,-1010342.1131945639,6792098.228244058
1906,425.60412362260473,425.60412362260473,1487.6004134428767,1750.368972248258,-62929.69682990582,-1013443.2834054172,6791582.96016856,-63196.00665840699,-1013481.3537629249,6791575.385121808
1907,428.2132719212238,428.2132719212238,1491.9770593868102,1750.181587098061,-69854.1534607357,-1016581.342666177,6791051.76457573,-70114.67449740574,-1016618.2723364027,6791044.054030891
1908,425.262245614315,425.262245614315,1479.3201771586266,1749.9942960916374,-76778.24599934641,-1019718.0311324806,6790512.2532284465,-77050.18847327116,-1019756.9678519466,6790503.092513271
1909,433.40405765074996,433.40405765074996,1469.7425240715309,1749.807093543178,-83702.24455401873,-1022853.4712406179,6789964.405596559,-83982.95844158153,-1022894.6268286993,6789954.140157455
1910,432.13911453036593,432.13911453036593,1487.0104000367087,1749.619979249372,-90626.1406482046,-1025987.6591536438,6789408.222363328,-90893.52968947512,-1026026.0577225186,6789399.0246725995
1911,434.2715858204702,434.2715858204702,1474.6509510191836,1749.4329541499567,-97549.92580728055,-1029120.5910369629,6788843.704222071,-97827.19122681428,-1029161.1787611389,6788834.158273848
1912,432.9476217484017,432.9476217484017,1478.796438348622,1749.246020316483,-104473.59155357127,-1032252.2630560627,6788270.851876551,-104745.8260524333,-1032291.1346145306,6788260.996444776
1913,426.35560563310327,426.35560563310327,1482.2335117484342,1749.05917792419,-111397.1294124214,-1035382.6713792719,6787689.666040479,-111666.42210109686,-1035421.832311437,6787679.634978003
1914,435.8281491462809,435.8281491462809,1477.7976884283976,1748.8724198015286,-118320.80945719471,-1038511.9380463095,6787100.123551916,-118596.34775407985,-1038551.5984745306,6787089.694248041
1915,433.66583777016734,433.66583777016734,1477.9504630495321,1748.6857630978445,-125244.06610836115,-1041639.8074360843,6786502.272581736,-125518.54387185205,-1041679.5730872776,6786491.457698442
1916,439.3063863498981,439.3063863498981,1472.8916026893173,1748.4992002590984,-132167.16944567978,-1044766.4016426652,6785896.09032357,-132444.5942318903,-1044806.9097693069,6785884.5355666615
1917,434.33082452131026,434.5492946518952,1481.2462672861961,1748.3127322235246,-139090.11099419135,-1047891.7168401224,6785281.577531965,-139362.1744826518,-1047931.0148748045,6785269.907212277
1918,430.2300831642414,430.43518445498944,1484.2132008768074,1748.1263606825705,-146012.88227845333,-1051015.7492037744,6784658.734971719,-146280.18463891413,-1051054.7170994258,6784647.610480746
1919,444.3751643881662,444.56190652150036,1464.8050044531567,1747.940086189399,-152935.47482466488,-1054138.4949111575,6784027.563417674,-153220.43677582202,-1054180.2281568723,6784014.645958129
1920,438.89827123364427,439.1214114903955,1467.9582775124875,1747.753910050514,-159857.88015820432,-1057259.9501409056,6783388.063654959,-160140.1608750291,-1057301.2256871688,6783374.733513079
1921,439.42252608228836,439.58224998210045,1476.598092537437,1747.567832823617,-166780.08980541315,-1060380.1110735533,6782740.23647881,-167056.71926537366,-1060420.4354002094,6782726.866535007
1922,432.51199063584824,432.66272505076034,1472.104599944169,1747.3818470005317,-173702.37378353567,-1063499.0993470885,6782084.056127948,-173979.53739047164,-1063539.8299110923,6782070.439280112
1923,449.7105924665791,449.9685224318716,1456.3560678716199,1747.1959704074009,-180624.1666276165,-1066616.6601802325,6781419.576216586,-180919.6076408947,-1066660.2297154265,6781405.161109268
1924,452.632795377177,452.85243650081884,1467.7456450512864,1747.0101955242924,-187545.73836455375,-1069732.915266788,6780746.771338724,-187828.99863637597,-1069774.1114575088,6780732.851325343
1925,441.7056298195014,441.8942863118822,1474.7459179872433,1746.8245229132344,-194467.08052142698,-1072847.8607935063,6780065.642330335,-194742.2827742752,-1072888.3236200423,6780051.566316306
1926,439.9555087623611,440.06967725934015,1484.9703252108143,1746.6389538761762,-201388.184625259,-1075961.4929485854,6779376.190037623,-201653.3069774211,-1075999.9938835194,6779362.392480165
1927,450.3996569288464,450.60002828119343,1469.465758920994,1746.4534893506595,-208309.04220337863,-1079073.8079218327,6778678.415316952,-208591.2637516201,-1079115.6708374762,6778663.446297729
1928,442.4923441023903,442.69682910111436,1477.5554059324595,1746.2681298868283,-215229.6447852208,-1082184.8019054718,6777972.319034689,-215501.8417501222,-1082224.2553876063,6777957.780557056
1929,445.6193301326865,445.9224254724317,1461.4049644653148,1746.082871025597,-222150.26231977067,-1085294.596177345,6777257.873156985,-222437.03631873245,-1085336.8780692006,6777242.179958047
1930,450.23802228295955,450.4043691651917,1466.115875759651,1745.8977252496031,-229070.32948152686,-1088402.9367086657,6776535.13605721,-229354.7960601993,-1088445.3362200856,6776519.8852732675
1931,453.1368937218585,453.31359359889746,1463.945274298467,1745.7126876995237,-235990.11623129545,-1091509.944834066,6775804.0800565705,-236276.75605383486,-1091552.9635071666,6775787.2329027075
1932,457.1153543062077,457.0785659716723,1461.3923508571222,1745.5277604534174,-242909.61409846504,-1094615.6167516364,6775064.706062257,-243199.13493587528,-1094659.1011277454,6775048.029329613
1933,457.306266758643,457.438463122347,1459.154990406114,1745.342942171202,-249828.81461387506,-1097719.948661585,6774317.014991519,-250119.1697172964,-1097763.3101201127,6774299.092571398
1934,458.9460120869787,458.92559342600293,1460.2823477837499,1745.1582349183298,-256747.7093076655,-1100822.9367652729,6773561.007771869,-257035.62836303405,-1100865.4153549725,6773543.6668398
1935,462.2090576586008,462.3313201915464,1455.9830478073673,1744.9736407533405,-263666.2897082491,-1103924.5772647655,6772796.685341235,-263959.6591439966,-1103968.2010677338,6772778.532677139
1936,459.31133169696807,458.97010341486924,1452.6893059057138,1744.7891583406,-270584.547349409,-1107024.8663660046,6772024.048647158,-270879.47867079254,-1107069.311037652,6772005.465956416
1937,465.21856062977315,465.2870738703972,1453.7928953471048,1744.6047828695862,-277502.7520854309,-1110123.924927751,6771243.067060367,-277798.9047670902,-1110168.147294858,6771223.629365672
1938,454.2166521989638,454.31285676455843,1466.138418971117,1744.4205297816097,-284420.33878519497,-1113221.4997969249,6770453.804389546,-284699.97235156054,-1113262.964245167,6770434.911990461
1939,466.3755078586419,466.3536586860465,1454.855742643796,1744.236391609929,-291337.57731983217,-1116317.7118913308,6769656.230359927,-291631.7805341114,-1116361.611248594,6769636.698624234
1940,468.1176564376591,468.1981889962652,1448.3033863133167,1744.052370418364,-298254.45922093006,-1119412.5574218149,6768850.345960132,-298554.39714773843,-1119457.6575087332,6768830.360095652
1941,464.8142042598609,465.1908806114209,1460.1201625880337,1743.8684667597172,-305170.9760222978,-1122506.0326016818,6768036.152188735,-305460.0068635446,-1122549.4242594838,6768017.129425669
1942,463.47872956743583,463.26049229011943,1455.8575590415915,1743.6846811816822,-312087.11925752286,-1125598.133645615,6767213.650054549,-312379.0456663055,-1125642.1342667853,6767193.767901935
1943,463.0100238781566,462.95804845101105,1461.3193395378637,1743.501015362292,-319002.88046028826,-1128688.856769808,6766382.8405765835,-319288.1749774209,-1128732.11786879,6766362.532125555
1944,468.00232913711153,468.08872786972813,1462.3583157915357,1743.3174626435557,-325918.52938545914,-1131778.3224589124,6765543.69085647,-326207.66256871936,-1131821.7505987885,6765523.10806374
1945,479.1879025427604,478.8067772377953,1447.3728216382528,1743.1340387688012,-332833.50111117243,-1134866.2783436386,6764696.269454354,-333134.8197353022,-1134911.9520203269,6764674.300762638
1946,466.8519461473572,466.9248775398993,1446.0383088012227,1742.9507366812763,-339748.0654095299,-1137952.8449678535,6763840.5438262895,-340048.6184778721,-1137998.9161474346,6763817.722347435
1947,474.167648919451,474.159458409927,1446.6017792911186,1742.7675580663874,-346662.2138165762,-1141038.0185546959,6762976.515031859,-346963.5432052316,-1141084.058268739,6762953.3823312465
1948,486.2439988001113,485.8306054155731,1430.3098722789784,1742.5845034730967,-353575.93786817254,-1144121.7953286925,6762104.184140889,-353895.6383683917,-1144171.4540368507,6762079.3991023665
1949,476.9784159807562,477.22484158781793,1441.791942201299,1742.4015730636472,-360489.2291021398,-1147204.1715167197,6761223.552233159,-360798.3876829099,-1147252.2269420016,6761199.89766963
1950,473.52371363822175,473.7594795250678,1454.8637719229066,1742.2187692869593,-367402.07905576634,-1150285.1433468875,6760334.620398748,-367694.2839689175,-1150329.8852204438,6760310.674106215
1951,471.8792114135143,471.63473891389,1448.1862151322719,1742.0360847397517,-374314.75736760936,-1153364.8309221899,6759437.35347223,-374611.2258836309,-1153410.5455300824,6759413.34329807
1952,472.6925642547612,473.3849357203451,1450.3156889319196,1741.853534725394,-381226.6993578645,-1156442.9826717782,6758531.824761191,-381523.85065908247,-1156488.898737972,6758507.575422666
1953,478.19298356648665,477.77345224106284,1439.5604337797668,1741.6711137356588,-388138.17468378134,-1159519.718758515,6757617.999454468,-388445.4273676988,-1159567.5748623293,6757592.612781556
1954,487.3147113273944,487.54087967775325,1440.5468505463834,1741.4888226907817,-395049.1748849392,-1162595.035417421,6756695.878682696,-395355.12967827125,-1162641.9515065034,6756670.282604139
1955,482.45136807889855,483.07263214898416,1439.7534434038619,1741.3066617591696,-401959.69150293944,-1165668.928885887,6755765.463586483,-402266.5337371029,-1165717.0083533581,6755738.952817042
1956,488.469043909369,488.8418010370653,1440.2674465229634,1741.1246326212158,-408869.71607786644,-1168741.3954021083,6754826.755316847,-409176.8071827523,-1168788.6627609776,6754799.578254581
1957,476.21958517852363,476.64718940690216,1454.6082122212697,1740.9427346819286,-415779.24015288905,-1171812.4312071183,6753879.755034617,-416071.4478722328,-1171857.605465415,6753853.97880659
1958,484.1177248995597,484.06886780510723,1438.3666664195562,1740.760971142727,-422688.2552686255,-1174882.0325422958,6752924.463911188,-422995.63466612756,-1174929.7171011607,6752897.37903959
1959,487.68509137851373,487.85507588196185,1422.9021915584822,1740.5793342642837,-429597.0309107738,-1177950.3190655797,6751960.844192847,-429918.9328947712,-1178000.948484328,6751931.951580159
